Fighter;Opponent;Result;Event;Event_date;Method;Referee;Round;Time
Karol Rosa;Lara Fritzen Procopio;win;UFC Fight Night 157 - Andrade vs. Zhang;Aug / 31 / 2019;Decision (Split);Thomas Fann;3;5:00
Karol Rosa;Gisele Moreira;win;Future FC 4 - Turman vs. Lyoto;Apr / 19 / 2019;TKO (Punches);Harry Santos;3;4:21
Karol Rosa;Tamires  Vidal;win;MMA Brutus - ;Mar / 24 / 2019;Submission (Arm -Triangle Choke);Willian Viana;3;1:40
Karol Rosa;Melissa Gatto;loss;NC - Nacao Cyborg 3;Sep / 29 / 2018;Submission (Kimura);Roberto Piccinini;1;4:19
Karol Rosa;Tamara Leorde;win;FK MMA - Favela Kombat 29;Jun / 16 / 2018;TKO (Retirement);Julian Fabrin;3;2:18
Karol Rosa;Larissa Pacheco;loss;WOCS 49 - Watch Out Combat Show 49;Mar / 24 / 2018;Submission (Guillotine Choke);Julio Catarino;2;2:59
Karol Rosa;Nayara Rodrigues;win;BFN - Buzios Fight Night;Aug / 26 / 2017;TKO (Corner Stoppage);Lenilson Tenorio;2;5:00
Karol Rosa;Diana Moraes;win;NCE 16 - New Corpore Extreme 16: NCE Ladies;Jul / 15 / 2017;Submission (Armbar);Tamara Leorde;2;4:30
Karol Rosa;Sidy Rocha;win;Curitiba Top Fight 11 - Girls' Night;Jul / 01 / 2017;Decision (Unanimous);Renato Maccarini Jr.;3;5:00
Karol Rosa;Gisele Moreira;loss;Aspera FC 50 - Aspera Fighting Championship 50;Mar / 18 / 2017;Decision (Majority);Cezani Moutinho;3;5:00
Karol Rosa;Mariana Morais;win;The Start Combat - The Start 4;Dec / 17 / 2016;Decision (Unanimous);Franklin Careli;3;5:00
Karol Rosa;Jessica Medeiros de Andrade;win;CF - Capixaba Fight;Sep / 13 / 2014;Decision (Unanimous);N/A;3;5:00
Karol Rosa;Mylena Duarte;win;HCC 13 - Haidar Capixaba Combat 13;Sep / 07 / 2013;TKO (Punches and Knees);N/A;1;0:39
Karol Rosa;Tatiane Porfirio Aguiar;win;HCC 11 - Haidar Capixaba Combat 11;Sep / 15 / 2012;Decision (Unanimous);Agnaldo Goes;3;5:00
Karol Rosa;Thiara Borgth;win;HCC - Haidar Capixaba Combat 9;Mar / 16 / 2012;Decision (Unanimous);N/A;3;5:00
Taila Santos;Mara Romero Borella;loss;UFC Fight Night 144 - Assuncao vs. Moraes 2;Feb / 02 / 2019;Decision (Split);Camila Albuquerque;3;5:00
Taila Santos;Estefani Almeida;win;Dana White's Tuesday Night Contender Series Brazil - Season 1, Episode 2;Aug / 11 / 2018;Decision (Unanimous);Chris Tognoni;3;5:00
Taila Santos;Laisa Coimbra;win;AFC 43 - Baby vs. Dragao;Aug / 13 / 2016;KO (Punch to the Body);N/A;1;1:27
Taila Santos;Bruna Rosso;win;KOC - K.O. Combate 2;Nov / 21 / 2015;KO (Elbow);Heron Garcia;2;3:06
Taila Santos;Gisele Moreira;win;AFC - Aspera FC 23;Aug / 16 / 2015;Decision (Unanimous);Fabiano Hawthorne;3;5:00
Taila Santos;Gisele Pereira;win;AFC - Aspera FC 20;Jun / 06 / 2015;TKO (Head Kick);Fabiano Hawthorne;1;1:06
Taila Santos;Wellen Taynara Sobrinho;win;AFC - Aspera FC 19;May / 23 / 2015;TKO (Doctor Stoppage);N/A;1;5:00
Taila Santos;Ana Paula da Silva;win;Noxii - Noxii Combat 1;May / 17 / 2015;TKO (Punches);Marcio Malko;1;2:12
Taila Santos;Juliana Martins;win;AFC - Aspera FC 17;Apr / 04 / 2015;Submission (Keylock);N/A;1;0:48
Taila Santos;Daniela Cristina Patricia;win;AFC - Aspera FC 16;Mar / 29 / 2015;TKO (Elbows);Lorenzo Rodrigues;1;0:26
Taila Santos;Gabriela Bueno;win;MMA Total Combat 2 - Carvalho vs. Simetti;Mar / 21 / 2015;Submission;Patrique Rodrigues;1;1:17
Taila Santos;Marta Souza;win;AFC - Aspera FC 15;Feb / 01 / 2015;KO (Punch);Fabiano Hawthorne;1;2:36
Taila Santos;Rachael Cummins;win;XFCI - XFC International 6;Sep / 27 / 2014;TKO (Punches);N/A;1;4:28
Taila Santos;Geisyele Nascimento;win;UOC - University of Champions 1;Jul / 05 / 2014;KO (Head Kick);Andre Ricardo;1;0:30
Taila Santos;Kessiny Mara;win;AFC - Aspera FC 4;Mar / 01 / 2014;TKO (Punches);Ricardo Tirloni;1;2:20
Taila Santos;Josiane Nunes de Lima;win;Striker's House Cup 31 - Fight Against Drugs;Nov / 23 / 2013;Decision (Unanimous);N/A;3;5:00
Valentina Shevchenko;Katlyn Chookagian;win;UFC 247 - Jones vs. Reyes;Feb / 08 / 2020;TKO (Elbows and Punches);Jacob Montalvo;3;1:03
Valentina Shevchenko;Liz Carmouche;win;UFC Fight Night 156 - Shevchenko vs. Carmouche 2;Aug / 10 / 2019;Decision (Unanimous);Keith Peterson;5;5:00
Valentina Shevchenko;Jessica Eye;win;UFC 238 - Cejudo vs. Moraes;Jun / 08 / 2019;KO (Head Kick);Rob Madrigal;2;0:26
Valentina Shevchenko;Joanna Jedrzejczyk;win;UFC 231 - Holloway vs. Ortega;Dec / 08 / 2018;Decision (Unanimous);Todd Anderson;5;5:00
Valentina Shevchenko;Priscila Cachoeira;win;UFC Fight Night 125 - Machida vs. Anders;Feb / 03 / 2018;Submission (Rear-Naked Choke);Mario Yamasaki;2;4:25
Valentina Shevchenko;Amanda Nunes;loss;UFC 215 - Nunes vs. Shevchenko 2;Sep / 09 / 2017;Decision (Split);John McCarthy;5;5:00
Valentina Shevchenko;Julianna Pena;win;UFC on Fox 23 - Shevchenko vs. Pena;Jan / 28 / 2017;Submission (Armbar);Herb Dean;2;4:29
Valentina Shevchenko;Holly Holm;win;UFC on Fox 20 - Holm vs. Shevchenko;Jul / 23 / 2016;Decision (Unanimous);Rob Madrigal;5;5:00
Valentina Shevchenko;Amanda Nunes;loss;UFC 196 - McGregor vs. Diaz;Mar / 05 / 2016;Decision (Unanimous);Herb Dean;3;5:00
Valentina Shevchenko;Sarah Kaufman;win;UFC on Fox 17 - Dos Anjos vs. Cerrone 2;Dec / 19 / 2015;Decision (Split);Dan Miragliotta;3;5:00
Valentina Shevchenko;Jan Finney;win;LFC 39 - Legacy Fighting Championship 39;Feb / 27 / 2015;Decision (Unanimous);Jon Schorle;3;5:00
Valentina Shevchenko;Hellen Bastos;win;FFC 6 - Fusion Fighting Championship 6;Feb / 26 / 2014;TKO (Retirement);N/A;2;3:00
Valentina Shevchenko;Priscila Orellana;win;FFC 5 - Fusion Fighting Championship 5;Dec / 18 / 2013;TKO (Punches);David Cassaretto;1;0:50
Valentina Shevchenko;Akjarkyn Baiturbaeva;win;KF-1 - MMA World Competition;Apr / 30 / 2011;Decision (Unanimous);N/A;3;5:00
Valentina Shevchenko;Liz Carmouche;loss;C3 Fights - Red River Rivalry;Sep / 30 / 2010;TKO (Retirement);N/A;2;3:00
Valentina Shevchenko;Yulia Nemtsova;win;PFF - Professional Free Fight;Mar / 03 / 2006;Submission (Ezekiel Choke);N/A;2;1:11
Valentina Shevchenko;Kyung Aeh Kim;win;WXF - X-Impact World Championships 2005;Jul / 09 / 2005;Submission (Armbar);N/A;1;1:09
Valentina Shevchenko;Roza Kalieva;win;KFP - Kazakhstan Federation of Pankration;Mar / 22 / 2005;Submission (Rear-Naked Choke);N/A;2;1:29
Valentina Shevchenko;Alla Iskarenova;win;KFP - Kazakhstan Federation of Pankration;Mar / 21 / 2005;Submission (Rear-Naked Choke);N/A;1;N/A
Valentina Shevchenko;Erkesh Kokoeva;win;KFK - Kyrgyz Federation of Kulatuu;Oct / 15 / 2004;TKO (Punches);N/A;1;N/A
Valentina Shevchenko;Mi Choi Kim;win;WXF - X-Impact World Championships 2003;Dec / 03 / 2003;Submission (Rear-Naked Choke);N/A;1;1:55
Valentina Shevchenko;Eliza Aidaralieva;win;KFK - Kyrgyz Federation of Kulatuu;Apr / 21 / 2003;TKO (Punches);N/A;2;N/A
Antonina Shevchenko;Lucie Pudilova;win;UFC on ESPN 5 - Covington vs. Lawler;Aug / 03 / 2019;Technical Submission (Rear-Naked Choke);Liam Kerrigan;2;1:20
Antonina Shevchenko;Roxanne Modafferi;loss;UFC Fight Night 149 - Overeem vs. Oleynik;Apr / 20 / 2019;Decision (Split);Marc Goddard;3;5:00
Antonina Shevchenko;Ji Yeon Kim;win;UFC - The Ultimate Fighter 28 Finale;Nov / 30 / 2018;Decision (Unanimous);Yves Lavigne;3;5:00
Antonina Shevchenko;Jaimelene Nievera;win;Dana White's Tuesday Night Contender Series - Season 2, Episode 3;Jun / 26 / 2018;TKO (Knees);Herb Dean;2;3:22
Antonina Shevchenko;Valerie Domergue;win;Phoenix Fighting Championship - Phoenix 4: Dubai;Dec / 22 / 2017;Decision (Unanimous);Blake Grice;3;5:00
Antonina Shevchenko;Anissa Haddaoui;win;Phoenix Fighting Championship - Phoenix 3: UK vs. The World;Sep / 22 / 2017;Decision (Unanimous);Marc Goddard;3;5:00
Antonina Shevchenko;Hyun Seong Kim;win;WXF - X-Impact World Championships 2005;Jul / 09 / 2005;Decision (Unanimous);N/A;3;5:00
Antonina Shevchenko;Hyun Seong Kim;win;WXF - X-Impact World Championships 2003;Dec / 03 / 2003;Decision (Unanimous);N/A;3;2:00
Antonina Shevchenko;Anara Bayanova;win;KFK - Cup of Kyrgyzstan;Apr / 15 / 2002;TKO (Punches);N/A;2;N/A
Mayra Bueno Silva;Maryna Moroz;loss;UFC Fight Night 170 - Lee vs. Oliveira;Mar / 14 / 2020;Decision (Unanimous);Camila Albuquerque;3;5:00
Mayra Bueno Silva;Gillian Robertson;win;UFC Fight Night 137 - Santos vs. Anders;Sep / 22 / 2018;Submission (Ambar);Camila Albuquerque;1;4:55
Mayra Bueno Silva;Mayana Souza dos Santos;win;Dana White's Tuesday Night Contender Series Brazil - Season 1, Episode 1;Aug / 10 / 2018;Technical Submission (Ninja Choke);Jason Herzog;1;1:02
Mayra Bueno Silva;Daiane Firmino;win;Batalha MMA 5 - Batalha MMA Championship 5;Mar / 11 / 2017;Decision (Split);Alex Ladislau;5;5:00
Mayra Bueno Silva;Taynna Taygma;win;PFC - Premium Fight Championship 7;Sep / 21 / 2016;Submission (Armbar);Marcelo Marco Antonio;1;1:20
Mayra Bueno Silva;Marilia Santos;win;SSF - Sidney Sibamba Fight 4;Apr / 30 / 2016;TKO (Retirement);N/A;1;5:00
Livinha Souza;Brianna Van Buren;loss;UFC Fight Night 155 - De Randamie vs. Ladd;Jul / 13 / 2019;Decision (Unanimous);Jason Herzog;3;5:00
Livinha Souza;Sarah Frota;win;UFC Fight Night 144 - Assuncao vs. Moraes 2;Feb / 02 / 2019;Decision (Split);Camila Albuquerque;3;5:00
Livinha Souza;Alex Chambers;win;UFC Fight Night 137 - Santos vs. Anders;Sep / 22 / 2018;Submission (Guillotine Choke);Camila Albuquerque;1;1:21
Livinha Souza;Janaisa Morandin;win;Invicta FC 25 - Kunitskaya vs. Pa'aluhi;Aug / 31 / 2017;Decision (Unanimous);Jason McCoy;3;5:00
Livinha Souza;Ayaka Hamasaki;win;Invicta FC 22 - Evinger vs. Kunitskaya 2;Mar / 25 / 2017;KO (Punches);Mike England;1;1:41
Livinha Souza;Angela Hill;loss;Invicta FC 17 - Evinger vs. Schneider;May / 07 / 2016;Decision (Split);Mike Beltran;5;5:00
Livinha Souza;DeAnna Bennett;win;Invicta FC 15 - Cyborg vs. Ibragimova;Jan / 16 / 2016;TKO (Kick to the Body and Punches);Jason Herzog;1;1:30
Livinha Souza;Katja Kankaanpaa;win;Invicta FC 12 - Kankaanpaa vs. Souza;Apr / 24 / 2015;Submission (Triangle Choke);John McCarthy;4;3:58
Livinha Souza;Camila Lima;win;Talent MMA Circuit 12 - Campinas 2014;Sep / 20 / 2014;Submission (Rear-Naked Choke);Roberto Thomaz;1;0:47
Livinha Souza;Edlaine Franca Godoy;win;XFMMA - X-Fight MMA 9;Aug / 21 / 2014;Submission (Armbar);Wagner Mercurio;1;4:01
Livinha Souza;Bianca Sattelmayer;win;Costa Combat - MMA Costa Combat;Dec / 14 / 2013;Submission (Triangle Choke);Genival Ivo Barbosa;1;0:42
Livinha Souza;Aline Sattelmayer;win;Talent MMA Circuit 4 - Itatiba 2013;Oct / 26 / 2013;Decision (Unanimous);Mariana Faria;3;5:00
Livinha Souza;Andressa Rocha;win;PFC - Predador FC 24;Aug / 09 / 2013;Submission (Armbar);N/A;2;4:02
Livinha Souza;Aline Sattelmayer;win;XFMMA - X-Fight MMA 6;Jul / 27 / 2013;Submission (Heel Hook);Ton Munhoz;1;0:24
Livinha Souza;Cintia Candela Faria;win;PFC - Predador FC 23;Mar / 09 / 2013;Submission (Armbar);N/A;1;2:35
Felicia Spencer;Zarah Fairn dos Santos;win;UFC Fight Night 169 - Benavidez vs. Figueiredo;Feb / 29 / 2020;TKO (Elbows and Punches);Dan Miragliotta;1;3:37
Felicia Spencer;Cristiane Justino;loss;UFC 240 - Holloway vs. Edgar;Jul / 27 / 2019;Decision (Unanimous);Yves Lavigne;3;5:00
Felicia Spencer;Megan Anderson;win;UFC Fight Night 152 - Dos Anjos vs. Lee;May / 18 / 2019;Submission (Rear-Naked Choke);Keith Peterson;1;3:24
Felicia Spencer;Pam Sorenson;win;Invicta FC 32 - Spencer vs. Sorenson;Nov / 16 / 2018;Submission (Rear-Naked Choke);Kevin Nix;4;4:23
Felicia Spencer;Helena Kolesnyk;win;Invicta FC 30 - Frey vs. Grusander;Jul / 21 / 2018;Submission (Rear-Naked Choke);Mike England;2;1:47
Felicia Spencer;Akeela Al-Hameed;win;Invicta FC 27 - Kianzad vs. Kaufman;Jan / 13 / 2018;Decision (Unanimous);Greg Franklin;3;5:00
Felicia Spencer;Amy Coleman;win;Invicta FC 24 - Dudieva vs. Borella;Jul / 15 / 2017;Submission (Rear-Naked Choke);Mike England;1;3:17
Felicia Spencer;Madison McElhaney;win;Invicta FC 22 - Evinger vs. Kunitskaya 2;Mar / 25 / 2017;Decision (Unanimous);Mike England;3;5:00
Felicia Spencer;Rachel Wiley;win;Invicta FC 14 - Evinger vs. Kianzad;Sep / 12 / 2015;TKO (Elbows and Punches);Mike England;1;3:32
Maia Kahaunaele-Stevenson;Polyana Viana;loss;UFC Fight Night 125 - Machida vs. Anders;Feb / 03 / 2018;Submission (Rear-Naked Choke);Camila Albuquerque;1;3:50
Maia Kahaunaele-Stevenson;Faye Shields;win;Gladiator Challenge - Holiday Beatings;Dec / 11 / 2016;Submission (Armbar);Raul Porrata;1;1:21
Maia Kahaunaele-Stevenson;Catalina Madril;win;Gladiator Challenge - Warpath;Oct / 15 / 2016;TKO (Punches);James Fanshier;1;1:22
Maia Kahaunaele-Stevenson;Catalina Madril;win;Gladiator Challenge - Unleashed;Sep / 24 / 2016;TKO (Punches);Raul Porrata;2;1:05
Maia Kahaunaele-Stevenson;Lanikqua Robins;win;Gladiator Challenge - Freedom Strikes;Jul / 23 / 2016;TKO (Punches);Raul Porrata;1;0:49
Maia Kahaunaele-Stevenson;Alissa Watts;win;Gladiator Challenge - American Pride;Jul / 02 / 2016;Submission (Armbar);N/A;1;1:22
Maia Kahaunaele-Stevenson;Kanako Murata;loss;KOTC - Firefight;Jun / 04 / 2016;TKO (Punches);N/A;3;3:43
Maia Kahaunaele-Stevenson;Alexis Trinidad-Marquez;win;Gladiator Challenge - Showdown;Aug / 15 / 2015;Decision (Unanimous);Josh Rosenthal;3;3:00
Maia Kahaunaele-Stevenson;Danielle Taylor;loss;KOTC - Beaten Path;Mar / 06 / 2014;Decision (Unanimous);N/A;3;5:00
Maia Kahaunaele-Stevenson;Rachael Cummins;loss;FCOC - Fight Club OC;Jun / 06 / 2013;Submission (Armbar);John McCarthy;2;0:59
Maia Kahaunaele-Stevenson;Trisha Clark;loss;C3 Fights - Slamfest;Jan / 21 / 2012;Decision (Unanimous);Anthony Jackson;3;5:00
Julija Stoliarenko;Lisa Verzosa;win;Invicta FC - Phoenix Series 3;Mar / 06 / 2020;Decision (Split);Nick Berens;5;5:00
Julija Stoliarenko;Maria Tatunashvili;win;KOK - King of Kings 80;Nov / 16 / 2019;Submission (Armbar);N/A;1;0:20
Julija Stoliarenko;Victoria Dvaraninovich;win;KOK  - KOK World Series 2019 in Kaunas;Sep / 21 / 2019;Submission (Armbar);N/A;1;0:19
Julija Stoliarenko;Marta Waliczek;win;CG 24 - Celtic Gladiator 24;Jun / 29 / 2019;Submission (Armbar);Krzysztof Kulak;1;0:30
Julija Stoliarenko;Natalya  Dyachkova;win;King of Kings 69 - World Series 2019 in Vilnius;Mar / 16 / 2019;Submission (Armbar);N/A;1;0:00
Julija Stoliarenko;Leah Letson;loss;UFC - The Ultimate Fighter 28 Finale;Nov / 30 / 2018;Decision (Split);Chris Tognoni;3;5:00
Julija Stoliarenko;Alecia Zomkowski;win;Bushido Lithuania - MMA Bushido 74;May / 04 / 2018;Submission (Armbar);N/A;1;0:22
Julija Stoliarenko;Tatsiana Firsava;win;MMA Bushido / King of Kings - Vol. 35: KOK Hero's World Series 2018 in Vilnius;Mar / 17 / 2018;Submission (Armbar);Zenonas Budraitis;1;0:58
Julija Stoliarenko;Tetyana Voznyuk;win;MMA Bushido / King of Kings - KOK World Grand Prix 2017 in Kaunas;Sep / 23 / 2017;Submission (Armbar);N/A;1;2:42
Julija Stoliarenko;Martyna Czech;draw;King of Kings - KOK World Grand Prix 2016 in Vilnius;Mar / 19 / 2016;Draw (Majority);Saulius Seskevicius;2;5:00
Julija Stoliarenko;Lucie Pudilova;loss;GCF Challenge - Back in the Fight 4;Mar / 27 / 2015;TKO (Corner Stoppage);Jan Vobornik;2;5:00
Julija Stoliarenko;Aga Niedzwiedz;loss;FA 9 - Fighters Arena 9;Jun / 08 / 2014;TKO (Elbows);Slawomir Cypel;3;2:51
Julija Stoliarenko;Eeva Siiskonen;win;CF 9 - Carelia Fight 9;Sep / 07 / 2013;Submission (Armbar);N/A;1;1:26
Julija Stoliarenko;Evelyn Adomulyte;draw;Bushido Lithuania - SWAT 30;Apr / 14 / 2012;Draw;N/A;3;5:00
Tatiana Suarez;Nina Ansaroff;win;UFC 238 - Cejudo vs. Moraes;Jun / 08 / 2019;Decision (Unanimous);Rob Madrigal;3;5:00
Tatiana Suarez;Carla Esparza;win;UFC 228 - Woodley vs. Till;Sep / 08 / 2018;TKO (Punches);Kerry Hatley;3;4:33
Tatiana Suarez;Alexa Grasso;win;UFC Fight Night 129 - Maia vs. Usman;May / 19 / 2018;Submission (Rear-Naked Choke);Camila Albuquerque;1;2:44
Tatiana Suarez;Viviane Pereira;win;UFC Fight Night 120 - Poirier vs. Pettis;Nov / 11 / 2017;Decision (Unanimous);Mike King;3;5:00
Tatiana Suarez;Amanda Bobby Cooper;win;UFC  - The Ultimate Fighter 23 Finale;Jul / 08 / 2016;Submission (Brabo Choke);John McCarthy;1;3:43
Tatiana Suarez;Arline Coban;win;Gladiator Challenge - California State Championship Series;Aug / 22 / 2015;TKO (Punches);Josh Rosenthal;2;0:48
Tatiana Suarez;Carolina Alvarez;win;Gladiator Challenge - California State Championship Series;Apr / 11 / 2015;Submission (Armbar);Greg Guzman;1;2:01
Tatiana Suarez;Tyra Parker;win;Gladiator Challenge - Night of the Champions;Jul / 19 / 2014;Decision (Unanimous);N/A;3;5:00
Tecia Torres;Marina Rodriguez;loss;UFC Fight Night 156 - Shevchenko vs. Carmouche 2;Aug / 10 / 2019;Decision (Unanimous);Fernando Portella;3;5:00
Tecia Torres;Weili Zhang;loss;UFC 235 - Jones vs. Smith;Mar / 02 / 2019;Decision (Unanimous);Chris Tognoni;3;5:00
Tecia Torres;Joanna Jedrzejczyk;loss;UFC on Fox 30 - Alvarez vs. Poirier 2;Jul / 28 / 2018;Decision (Unanimous);Keith Peterson;3;5:00
Tecia Torres;Jessica Andrade;loss;UFC on Fox 28 - Emmett vs. Stephens;Feb / 24 / 2018;Decision (Unanimous);Kevin MacDonald;3;5:00
Tecia Torres;Michelle Waterson;win;UFC 218 - Holloway vs. Aldo 2;Dec / 02 / 2017;Decision (Unanimous);Keith Peterson;3;5:00
Tecia Torres;Juliana Lima;win;UFC - The Ultimate Fighter 25 Finale;Jul / 07 / 2017;Submission (Rear-Naked Choke);Chris Tognoni;2;0:53
Tecia Torres;Bec Rawlings;win;UFC Fight Night 104 - Bermudez vs. Korean Zombie;Feb / 04 / 2017;Decision (Unanimous);Jacob Montalvo;3;5:00
Tecia Torres;Rose Namajunas;loss;UFC on Fox 19 - Teixeira vs. Evans;Apr / 16 / 2016;Decision (Unanimous);Dan Miragliotta;3;5:00
Tecia Torres;Jocelyn Jones-Lybarger;win;UFC 194 - Aldo vs. McGregor;Dec / 12 / 2015;Decision (Unanimous);Herb Dean;3;5:00
Tecia Torres;Angela Hill;win;UFC 188 - Velasquez vs. Werdum;Jun / 13 / 2015;Decision (Unanimous);John McCarthy;3;5:00
Tecia Torres;Angela Magana;win;UFC - The Ultimate Fighter 20 Finale;Dec / 12 / 2014;Decision (Unanimous);Kim Winslow;3;5:00
Tecia Torres;Felice Herrig;win;Invicta FC 7 - Honchak vs. Smith;Dec / 07 / 2013;Decision (Unanimous);Mike England;3;5:00
Tecia Torres;Rose Namajunas;win;Invicta FC 6 - Cyborg vs. Coenen 2;Jul / 13 / 2013;Decision (Unanimous);John McCarthy;3;5:00
Tecia Torres;Paige VanZant;win;Invicta FC 4 - Esparza vs. Hyatt;Jan / 05 / 2013;Decision (Unanimous);Rob Hinds;3;5:00
Tecia Torres;Kaiyana Rain;win;Invicta FC 3 - Penne vs. Sugiyama;Oct / 06 / 2012;Decision (Unanimous);Michelle Drake Browning;3;5:00
Brianna Van Buren;Livinha Souza;win;UFC Fight Night 155 - De Randamie vs. Ladd;Jul / 13 / 2019;Decision (Unanimous);Jason Herzog;3;5:00
Brianna Van Buren;Kailin Curran;win;Invicta FC - Phoenix Series 1;May / 03 / 2019;Submission (Rear-Naked Choke);Marcio Laselva;2;3:49
Brianna Van Buren;Juliana Lima;win;Invicta FC - Phoenix Series 1;May / 03 / 2019;Decision (Unanimous);Nick Berens;1;5:00
Brianna Van Buren;Manjit Kolekar;win;Invicta FC - Phoenix Series 1;May / 03 / 2019;Submission (Armbar);Marcio Laselva;1;3:20
Brianna Van Buren;Jamie Moyle;win;Invicta FC 33 - Frey vs. Grusander 2;Dec / 15 / 2018;Decision (Unanimous);Mike England;3;5:00
Brianna Van Buren;Angela Samaro;win;URCC 34 - Destiny;Aug / 04 / 2018;Submission (Rear-Naked Choke);N/A;1;3:11
Brianna Van Buren;Amy Montenegro;loss;Invicta FC 11 - Cyborg vs. Tweet;Feb / 27 / 2015;Decision (Unanimous);Mike Bell;3;5:00
Brianna Van Buren;Katie Klimansky-Casimir;win;Rogue Fights 26 - Fight Night 3;Apr / 12 / 2014;TKO (Retirement);Shawn Gregory;1;5:00
Brianna Van Buren;Patricia Vidonic;win;Rogue Fights 25 - Fight Night 2;Jan / 18 / 2014;Decision (Unanimous);Shawn Gregory;3;5:00
Brianna Van Buren;Stephanie Eggink;loss;XFC 23 - Louisville Slugfest;Apr / 19 / 2013;Decision (Unanimous);Gary Copeland;3;5:00
Brianna Van Buren;Charlene Gellner;win;Rogue Fights 20 - Fists of Fire;Oct / 20 / 2012;KO (Punch);N/A;1;2:37
Paige VanZant;Rachael Ostovich;win;UFC Fight Night 143 - Cejudo vs. Dillashaw;Jan / 19 / 2019;Submission (Armbar);Kevin MacDonald;2;1:50
Paige VanZant;Jessica-Rose Clark;loss;UFC Fight Night 124 - Stephens vs. Choi;Jan / 14 / 2018;Decision (Unanimous);Mario Yamasaki;3;5:00
Paige VanZant;Michelle Waterson;loss;UFC on Fox 22 - VanZant vs. Waterson;Dec / 17 / 2016;Technical Submission (Rear-Naked Choke);John McCarthy;1;3:21
Paige VanZant;Bec Rawlings;win;UFC on Fox 21 - Maia vs. Condit;Aug / 27 / 2016;KO (Head Kick and Punches);Dan Miragliotta;2;0:17
Paige VanZant;Rose Namajunas;loss;UFC Fight Night 80 - Namajunas vs. VanZant;Dec / 10 / 2015;Submission (Rear-Naked Choke);Herb Dean;5;2:25
Paige VanZant;Alex Chambers;win;UFC 191 - Johnson vs. Dodson 2;Sep / 05 / 2015;Submission (Armbar);John McCarthy;3;1:01
Paige VanZant;Felice Herrig;win;UFC on Fox 15 - Machida vs. Rockhold;Apr / 18 / 2015;Decision (Unanimous);Vitor Ribeiro;3;5:00
Paige VanZant;Kailin Curran;win;UFC Fight Night 57 - Edgar vs. Swanson;Nov / 22 / 2014;TKO (Punches);Kerry Hatley;3;2:54
Paige VanZant;Courtney Himes;win;BCP - Cage Wars 15;Apr / 06 / 2013;Submission (Rear-Naked Choke);Tim Mills;1;2:21
Paige VanZant;Tecia Torres;loss;Invicta FC 4 - Esparza vs. Hyatt;Jan / 05 / 2013;Decision (Unanimous);Rob Hinds;3;5:00
Paige VanZant;Amber Stautzenberger;win;TPFP - Premier Fight Series 2;Sep / 22 / 2012;Decision (Unanimous);Aladin Martinez;3;3:00
Paige VanZant;Jordan Nicole Gaza;win;UWF - Tournament of Warriors Finale;Jun / 30 / 2012;Decision (Split);Birchie Stillwagoner;3;3:00
Polyana Viana;Veronica Macedo;loss;UFC Fight Night 156 - Shevchenko vs. Carmouche 2;Aug / 10 / 2019;Submission (Armbar);Keith Peterson;1;1:09
Polyana Viana;Hannah Cifers;loss;UFC 235 - Jones vs. Smith;Mar / 02 / 2019;Decision (Split);Mark Smith;3;5:00
Polyana Viana;J.J. Aldrich;loss;UFC 227 - Dillashaw vs. Garbrandt 2;Aug / 04 / 2018;Decision (Unanimous);Herb Dean;3;5:00
Polyana Viana;Maia Kahaunaele-Stevenson;win;UFC Fight Night 125 - Machida vs. Anders;Feb / 03 / 2018;Submission (Rear-Naked Choke);Camila Albuquerque;1;3:50
Polyana Viana;Pamela Rosa;win;WOCS 47 - Watch Out Combat Show 47;Oct / 07 / 2017;Submission (Armbar);Andre Bottino;1;1:56
Polyana Viana;Debora Dias Nascimento;win;JF - Jungle Fight 87;May / 21 / 2016;Submission (Armbar);Flavio Almendra;1;3:23
Polyana Viana;Amanda Ribas;win;JF - Jungle Fight 83;Nov / 28 / 2015;KO (Punches);Alessandro Souza;1;2:54
Polyana Viana;Karol Pereira Silva Cerqueira;win;JF - Jungle Fight 81;Sep / 12 / 2015;Submission (Rear-Naked Choke);N/A;1;2:24
Polyana Viana;Giselle Campos;win;Maraba Combat - 1.0;Jul / 18 / 2015;Submission (Armbar);Jose Palmas;1;1:31
Polyana Viana;Aline Sattelmayer;loss;RF 12 - Real Fight 12;Dec / 13 / 2014;Decision (Unanimous);N/A;3;5:00
Polyana Viana;Debora Silva;win;TUF 1 - Talento Uruara Fight;Jun / 07 / 2014;TKO (Punches);Jerome Mondragon;1;1:09
Polyana Viana;Thais Santana;win;AFN MMA - Araguatins Fight Night MMA;Apr / 12 / 2014;TKO (Punches);N/A;1;N/A
Polyana Viana;Mirelle Oliveira do Nascimento;win;Piaui Fight MMA - Gladiators 2;Feb / 08 / 2014;Submission (Armbar);N/A;2;1:20
Polyana Viana;Silvana Pinto;win;DEC - Demolidor Extreme Combat 3;Dec / 14 / 2013;TKO (Doctor Stoppage);N/A;1;1:48
Ketlen Vieira;Irene Aldana;loss;UFC 245 - Usman vs. Covington;Dec / 14 / 2019;KO (Punches);Jason Herzog;1;4:51
Ketlen Vieira;Cat Zingano;win;UFC 222 - Cyborg vs. Kunitskaya;Mar / 03 / 2018;Decision (Split);Jason Herzog;3;5:00
Ketlen Vieira;Sara McMann;win;UFC 215 - Nunes vs. Shevchenko 2;Sep / 09 / 2017;Submission (Arm-Triangle Choke);Yves Lavigne;2;4:16
