Fighter;Opponent;Result;Event;Event_date;Method;Referee;Round;Time
Jose Aldo;Ricardo Lamas;win;UFC 169 - Barao vs. Faber 2;Feb / 01 / 2014;Decision (Unanimous);Keith Peterson;5;5:00
Jose Aldo;Chan Sung Jung;win;UFC 163 - Aldo vs. Korean Zombie;Aug / 03 / 2013;TKO (Punches);Herb Dean;4;2:00
Jose Aldo;Frankie Edgar;win;UFC 156 - Aldo vs. Edgar;Feb / 02 / 2013;Decision (Unanimous);Steve Mazzagatti;5;5:00
Jose Aldo;Chad Mendes;win;UFC 142 - Aldo vs. Mendes;Jan / 14 / 2012;KO (Knee);Mario Yamasaki;1;4:59
Jose Aldo;Kenny Florian;win;UFC 136 - Edgar vs. Maynard 3;Oct / 08 / 2011;Decision (Unanimous);Dan Miragliotta;5;5:00
Jose Aldo;Mark Hominick;win;UFC 129 - St. Pierre vs. Shields;Apr / 30 / 2011;Decision (Unanimous);John McCarthy;5;5:00
Jose Aldo;Manny Gamburyan;win;WEC 51 - Aldo vs. Gamburyan;Sep / 30 / 2010;KO (Punches);Herb Dean;2;1:32
Jose Aldo;Urijah Faber;win;WEC 48 - Aldo vs. Faber;Apr / 24 / 2010;Decision (Unanimous);Josh Rosenthal;5;5:00
Jose Aldo;Mike Thomas Brown;win;WEC 44 - Brown vs. Aldo;Nov / 18 / 2009;TKO (Punches);Steve Mazzagatti;2;1:20
Jose Aldo;Cub Swanson;win;WEC 41 - Brown vs. Faber 2;Jun / 07 / 2009;TKO (Flying Knee and Punches);Steve Mazzagatti;1;0:08
Jose Aldo;Chris Mickle;win;WEC 39 - Brown vs. Garcia;Mar / 01 / 2009;TKO (Punches);Rafael Ramos;1;1:39
Jose Aldo;Rolando Perez;win;WEC 38 - Varner vs. Cerrone;Jan / 25 / 2009;KO (Knee and Punches);Jon Schorle;1;4:15
Jose Aldo;Jonathan Brookins;win;WEC 36 - Faber vs. Brown;Nov / 05 / 2008;TKO (Punches);N/A;3;0:45
Jose Aldo;Alexandre Franca Nogueira;win;WEC 34 - Sacramento;Jun / 01 / 2008;TKO (Punches);N/A;2;3:22
Jose Aldo;Shoji Maruyama;win;Pancrase - 2007 Neo-Blood Tournament Finals;Jul / 27 / 2007;Decision (Unanimous);Soichi Hiroto;3;5:00
Jose Aldo;Fabio Mello;win;TFC 3 - Top Fighting Championships 3;May / 02 / 2007;Decision (Unanimous);N/A;3;5:00
Jose Aldo;Thiago Meller;win;GFC 1 - Gold Fighters Championship;May / 20 / 2006;Decision (Majority);N/A;3;5:00
Jose Aldo;Luciano Azevedo;loss;JF - Jungle Fight 5;Nov / 26 / 2005;Submission (Rear-Naked Choke);N/A;2;3:37
Jose Aldo;Micky Young;win;FX3 - Battle of Britain;Oct / 15 / 2005;TKO (Punches);N/A;1;1:05
Jose Aldo;Phil Harris;win;UK-1 - Fight Night;Sep / 17 / 2005;TKO (Doctor Stoppage);N/A;1;0:00
Jose Aldo;Anderson Silverio;win;Meca 12 - Meca World Vale Tudo 12;Jul / 09 / 2005;TKO (Submission to Soccer Kicks);N/A;1;8:33
Jose Aldo;Aritano Silva Barbosa;win;RMMAC - Rio MMA Challenge 1;May / 12 / 2005;KO (Soccer Kicks);N/A;1;0:20
Jose Aldo;Luiz de Paula;win;Shooto Americas - Shooto Brazil 7;Mar / 19 / 2005;Submission (Arm-Triangle Choke);N/A;1;1:54
Jose Aldo;Hudson Rocha;win;Shooto Brazil - Never Shake;Oct / 23 / 2004;TKO (Doctor Stoppage);N/A;1;5:00
Jose Aldo;Mario Bigola;win;EFC 1 - Eco Fight Championship 1;Aug / 10 / 2004;KO (Head Kick);N/A;1;0:18
Abdul Razak Alhassan;Niko Price;win;UFC 228 - Woodley vs. Till;Sep / 08 / 2018;KO (Punch);Jacob Montalvo;1;0:43
Abdul Razak Alhassan;Sabah Homasi;win;UFC 220 - Miocic vs. Ngannou;Jan / 20 / 2018;KO (Punch);Steve Rita;1;3:47
Abdul Razak Alhassan;Sabah Homasi;win;UFC 218 - Holloway vs. Aldo 2;Dec / 02 / 2017;TKO (Punches);Herb Dean;1;4:21
Abdul Razak Alhassan;Omari Akhmedov;loss;UFC Fight Night 109 - Gustafsson vs. Teixeira ;May / 28 / 2017;Decision (Split);Bobby Rehman;3;5:00
Abdul Razak Alhassan;Charlie Ward;win;UFC Fight Night 99 - Mousasi vs. Hall 2;Nov / 19 / 2016;KO (Punch);Marc Goddard;1;0:53
Abdul Razak Alhassan;Jos Eichelberger;win;LFC 61 - Legacy Fighting Championship 61;Oct / 14 / 2016;TKO (Punches);Seth Fuller;1;0:57
Abdul Razak Alhassan;Ken Jackson;win;Rage in the Cage OKC 47 - Night of Champions;Aug / 13 / 2016;TKO (Punches);N/A;1;0:40
Abdul Razak Alhassan;Bryce Shepard-Mejia;win;Bellator 143 - Warren vs. Davis;Sep / 25 / 2015;KO (Punch);Kerry Hatley;1;1:26
Abdul Razak Alhassan;Matt McKeon;win;RXMMA - Rocks Xtreme MMA 12;Feb / 28 / 2015;TKO (Punches);Jay Stafin;1;0:47
Abdul Razak Alhassan;Matt Jones;win;Bellator MMA - Bellator 111;Mar / 07 / 2014;TKO (Punches);Kerry Hatley;1;1:23
Abdul Razak Alhassan;Kolby Adams;win;XKO - Xtreme Knockout 20;Nov / 23 / 2013;TKO (Punches);Steve Armstrong;1;0:25
Sultan Aliev;Keita Nakamura;win;UFC Fight Night 149 - Overeem vs. Oleynik;Apr / 20 / 2019;Decision (Unanimous);Leon Roberts;3;5:00
Sultan Aliev;Warlley Alves;loss;UFC 224 - Nunes vs. Pennington;May / 12 / 2018;TKO (Corner Stoppage);Osiris Maia;2;5:00
Sultan Aliev;Bojan Velickovic;win;UFC on Fox 22 - VanZant vs. Waterson;Dec / 17 / 2016;Decision (Split);Edward Collantes;3;5:00
Sultan Aliev;Kenny Robertson;loss;UFC on Fox 14 - Gustafsson vs. Johnson;Jan / 24 / 2015;KO (Punches);Bobby Rehman;1;2:42
Sultan Aliev;Charles Andrade;win;MMA Star in the Ring - Shamil vs. Renat;Mar / 01 / 2014;TKO (Punches);N/A;2;N/A
Sultan Aliev;Ruslan Khaskhanov;win;Fight Nights - Battle on Terek;Oct / 04 / 2013;TKO (Punches);N/A;1;2:28
Sultan Aliev;Kleber Bagunca;win;WUFC - 2013;Aug / 24 / 2013;KO (Punch);N/A;1;0:28
Sultan Aliev;Viktor Kiyko;win;WUFC - 2013;Aug / 24 / 2013;TKO (Punches);N/A;1;2:22
Sultan Aliev;Doug Marshall;loss;Bellator MMA - Bellator 92;Mar / 07 / 2013;Decision (Split);Herb Dean;3;5:00
Sultan Aliev;Mikkel Parlo;win;Bellator MMA - Bellator 89;Feb / 14 / 2013;Decision (Unanimous);Joseph Hawes;3;5:00
Sultan Aliev;Arunas Vilius;win;BOS - Battle of Stars 1;Dec / 22 / 2012;TKO (Punches);Ashon Ashugyan;1;0:00
Sultan Aliev;Alexei Varagushin;win;WH - Igor Vovchanchyn Cup 2;Nov / 09 / 2012;TKO (Punches);N/A;1;0:00
Sultan Aliev;Vladimir Fedin;win;WH - Igor Vovchanchyn Cup 2;Nov / 09 / 2012;TKO (Punches);N/A;1;0:00
Sultan Aliev;Luis Henrique Barbosa de Oliveira;win;RFC 1 - Beirut;Mar / 09 / 2012;TKO (Punches);Mika Sinkkonen;2;2:30
Sultan Aliev;Marcin Elsner;win;ProFC - Grand Prix Global Finals;Dec / 10 / 2011;TKO (Punches);N/A;1;1:53
Sultan Aliev;Fuad Gadirov;win;ProFC Grand Prix Global - Caucasus;Sep / 26 / 2011;KO (Punch);N/A;2;3:24
Sultan Aliev;Hracho Darpinyan;win;ProFC - Union Nation Cup Final;Jul / 02 / 2011;Decision (Unanimous);N/A;3;5:00
Sultan Aliev;Sergey Guzev;win;ProFC - Union Nation Cup 14;Apr / 09 / 2011;Decision (Unanimous);N/A;2;5:00
John Allan Arte;Mike Rodriguez;win;UFC Fight Night 155 - De Randamie vs. Ladd;Jul / 13 / 2019;Decision (Unanimous);Mike Beltran;3;5:00
John Allan Arte;Alexandre Silva;win;Future FC 6  - Cado Vs Giacomo;Jun / 28 / 2019;TKO (Punches);Edduardo Mello;2;1:33
John Allan Arte;Vinicius Moreira Castro;loss;Dana White's Tuesday Night Contender Series Brazil - Season 1, Episode 3;Aug / 11 / 2018;Submission (Triangle Choke);Jason Herzog;2;3:40
John Allan Arte;Edvaldo de Oliveira;win;Imortal FC 8 - Soulless;Apr / 07 / 2018;Submission (Arm-Triangle Choke);Urubatan Bueno;3;2:38
John Allan Arte;Rafael Monteiro;win;Imortal - Imortal FC 7;Nov / 11 / 2017;TKO (Punches);Andre Ricardo;2;1:08
John Allan Arte;Adilson Costa Ferreira;win;Bradar Fight - BFC: Maranhao vs. Curitiba;Sep / 16 / 2017;Decision (Unanimous);N/A;3;5:00
John Allan Arte;Matheus Scheffel;win;Samurai FC / PFE 13 - Bushido;Jun / 11 / 2016;TKO (Punches);Alexandre Caldas;1;4:36
John Allan Arte;Michal Fijalka;loss;XCage 9 / PLMMA 65 - Torun;Apr / 09 / 2016;Submission (Rear-Naked Choke);Cezary Wojciechowski;2;1:11
John Allan Arte;Alex Junius;win;SF - Show Fight 31;Mar / 24 / 2016;TKO (Punches);Sandro Oliveira;1;0:00
John Allan Arte;Rafael Monteiro;win;SF - Show Fight 31;Mar / 24 / 2016;TKO (Retirement);Osmar Leite;2;5:00
John Allan Arte;Thiago Florindo;loss;Frontline Fight Series 1 - Vina vs. Junior Abedi;Sep / 19 / 2015;Submission (Arm-Triangle Choke);N/A;2;0:00
John Allan Arte;Leonardo Gosling;win;UOC - University of Champions 5;Jun / 27 / 2015;TKO (Punches);Alexandre Caldas;1;1:18
John Allan Arte;Bruno Marks;win;Curitiba Top Fight 9 - The Return;Mar / 01 / 2015;TKO;Alexandre Caldas;1;2:04
John Allan Arte;Tassio Bomfim de Paula Souza;win;GCF - Gladiator Combat Fight 8;Oct / 11 / 2014;Submission;Guilherme Vieira Doni;1;1:55
John Allan Arte;Leandro Frast;win;CFP 2 - Curitiba Fight Pro 2;Aug / 09 / 2014;TKO (Punches);N/A;1;1:15
John Allan Arte;Rodrigo Jesus;loss;Samurai FC / PFE - Samurai Fight Combat / Power Fight Extreme 10;Nov / 30 / 2013;Decision (Unanimous);N/A;3;5:00
John Allan Arte;Marcio Telles;win;IF - Impactotal Fight 4;Jun / 08 / 2013;Submission (Heel Hook);N/A;1;1:08
John Allan Arte;Cezar Alves;win;FFC - Full Fight Combat;Dec / 15 / 2012;TKO (Punches);N/A;1;3:40
John Allan Arte;Cesar Fabiano Rodrigues;loss;Quality FC - Quality Fighting Championship;Sep / 15 / 2012;Submission (Heel Hook);N/A;1;0:48
Arnold Allen;Nik Lentz;win;UFC Fight Night 166 - Blaydes vs. dos Santos;Jan / 25 / 2020;Decision (Unanimous);Wayne Spinola;3;5:00
Arnold Allen;Gilbert Melendez;win;UFC 239 - Jones vs. Santos;Jul / 06 / 2019;Decision (Unanimous);Marc Goddard;3;5:00
Arnold Allen;Jordan Rinaldi;win;UFC Fight Night 147 - Till vs. Masvidal;Mar / 16 / 2019;Decision (Unanimous);Leon Roberts;3;5:00
Arnold Allen;Mads Burnell;win;UFC Fight Night 130 - Thompson vs. Till;May / 27 / 2018;Submission (Guillotine Choke);Neil Hall;3;2:41
Arnold Allen;Makwan Amirkhani;win;UFC Fight Night 107 - Manuwa vs. Anderson;Mar / 18 / 2017;Decision (Split);Neil Hall;3;5:00
Arnold Allen;Yaotzin Meza;win;UFC Fight Night 84 - Silva vs. Bisping;Feb / 27 / 2016;Decision (Unanimous);Grant Waterman;3;5:00
Arnold Allen;Alan Omer;win;UFC Fight Night 69 - Jedrzejczyk vs. Penne;Jun / 20 / 2015;Submission (Guillotine Choke);Wolf Menninger;3;1:41
Arnold Allen;Paul Cook;win;M4tC 15 - Bad Blood;Nov / 29 / 2014;TKO (Doctor Stoppage);Dean Weir;2;5:00
Arnold Allen;Gaetano Pirrello;win;CWFC 71 - Cage Warriors Fighting Championship 71;Aug / 22 / 2014;Decision (Unanimous);Rich Mitchell;3;5:00
Arnold Allen;Marcin Wrzosek;loss;CWFC 69 - Super Saturday;Jun / 07 / 2014;Decision (Unanimous);David Swann;3;5:00
Arnold Allen;Tobias Huber;win;CWFC - Fight Night 11;Apr / 18 / 2014;TKO (Punches);Rich Mitchell;1;0:37
Arnold Allen;Doni Miller;win;CWFC 61 - Cage Warriors Fighting Championship 61;Dec / 13 / 2013;TKO (Punches);David Swann;2;0:34
Arnold Allen;Declan Williams;win;CWFC 60 - Cage Warriors Fighting Championship 60;Oct / 05 / 2013;Submission (Triangle Choke);Rich Mitchell;2;4:50
Arnold Allen;Andy Green;win;CWFC 56 - Cage Warriors Fighting Championship 56;Jul / 06 / 2013;Submission (Rear-Naked Choke);Rich Mitchell;1;4:00
Arnold Allen;Carl Orriss;win;UCMMA 32 - Ultimate Challenge MMA 32;Feb / 02 / 2013;Decision (Unanimous);Leon Roberts;3;5:00
Arnold Allen;Kim Tinghaugen;win;UWC 21 - Xplosion;Oct / 20 / 2012;TKO (Doctor Stoppage);N/A;1;5:00
Arnold Allen;Nathan Greyson;win;UCMMA 27 - Ultimate Challenge MMA 27;Apr / 07 / 2012;KO (Punch);N/A;2;0:40
Brendan Allen;Tom Breese;win;UFC Fight Night 169 - Benavidez vs. Figueiredo;Feb / 29 / 2020;TKO (Elbows and Punches);Bill Bookwalter;1;4:47
Brendan Allen;Kevin Holland;win;UFC on ESPN 6 - Reyes vs. Weidman;Oct / 18 / 2019;Submission (Rear-Naked Choke);Steve Rita;2;3:38
Brendan Allen;Aaron Jeffery;win;Dana White's Contender Series - Season 3, Episode 4;Jul / 16 / 2019;Submission (Rear-Naked Choke);Jason Herzog;1;3:23
Brendan Allen;Moses Murrietta;win;LFA 61 - Allen vs. Murrietta;Feb / 22 / 2019;Decision (Unanimous);Travis Metteer;5;5:00
Brendan Allen;Tim Hiley;win;LFA 50 - Allen vs. Hiley;Sep / 21 / 2018;Submission (Rear-Naked Choke);Vance Swerdan;3;3:16
Brendan Allen;Larry Crowe;win;LFA 43 - Allen vs. Crowe;Jun / 22 / 2018;TKO (Punches);N/A;1;2:06
Brendan Allen;Anthony Hernandez;loss;LFA 32 - Allen vs. Hernandez;Jan / 26 / 2018;Decision (Unanimous);N/A;5;5:00
Brendan Allen;Chris Harris;win;LFA 18 - Aguilar vs. Rader;Aug / 04 / 2017;Submission (Triangle Choke);Kevin Nix;2;1:22
Brendan Allen;Eryk Anders;loss;LFA 14 - Rivera vs. Sanchez;Jun / 23 / 2017;Decision (Unanimous);Jeff Rexroad;5;5:00
Brendan Allen;Jon Kirk;win;LFA 3 - Spann vs. Giles;Feb / 10 / 2017;TKO (Punches);Myron Gaudet;1;2:46
Brendan Allen;Sidney Wheeler;win;Valor Fights 39 - Wheeler vs. Allen;Dec / 02 / 2016;Submission (Keylock);N/A;2;0:29
Brendan Allen;Matt Jones;win;MCF Productions - MCFP 2;Sep / 23 / 2016;Submission (Rear-Naked Choke);N/A;1;3:34
Brendan Allen;Clovis Hancock;win;LFC 58 - Legacy Fighting Championship 58;Jul / 22 / 2016;Submission (Rear-Naked Choke);Buddy Caskey;2;1:54
Brendan Allen;Charlie Rader;win;WFC  - World Fighting Championships 52;May / 14 / 2016;Submission (Rear-Naked Choke);Gabe Barahona;1;3:26
Brendan Allen;Trevin Giles;loss;LFC 52 - Legacy Fighting Championship 52;Mar / 25 / 2016;Submission (Rear-Naked Choke);N/A;2;1:47
Brendan Allen;Kory Moegenburg;win;WFC - World Fighting Championships 46;Jan / 09 / 2016;TKO (Punches);N/A;1;4:03
Brendan Allen;Zebulon Stroud;win;WFC - World Fighting Championships 42;Aug / 22 / 2015;TKO (Punches);N/A;1;4:40
Thomas Almeida;Rob Font;loss;UFC 220 - Miocic vs. Ngannou;Jan / 20 / 2018;TKO (Head Kick and Punches);Herb Dean;2;2:24
Thomas Almeida;Jimmie Rivera;loss;UFC on Fox 25 - Weidman vs. Gastelum;Jul / 22 / 2017;Decision (Unanimous);Dan Miragliotta;3;5:00
Thomas Almeida;Albert Morales;win;UFC Fight Night 100 - Bader vs. Nogueira 2;Nov / 19 / 2016;TKO (Punches);Eduardo Herdy;2;1:37
Thomas Almeida;Cody Garbrandt;loss;UFC Fight Night 88 - Almeida vs. Garbrandt;May / 29 / 2016;KO (Punches);John McCarthy;1;2:53
Thomas Almeida;Anthony Birchak;win;UFC Fight Night 77 - Belfort vs. Henderson 3;Nov / 07 / 2015;KO (Punch);Keith Peterson;1;4:24
Thomas Almeida;Brad Pickett;win;UFC 189 - Mendes vs. McGregor;Jul / 11 / 2015;KO (Knee);John McCarthy;2;0:29
Thomas Almeida;Yves Jabouin;win;UFC 186 - Johnson vs. Horiguchi;Apr / 25 / 2015;TKO (Punches);Yves Lavigne;1;4:18
Thomas Almeida;Tim Gorman;win;UFC Fight Night 56 - Shogun vs. St. Preux;Nov / 08 / 2014;Decision (Unanimous);Mario Yamasaki;3;5:00
Thomas Almeida;Caio Machado;win;LFC 32 - Legacy Fighting Championship 32;Jun / 20 / 2014;KO (Punch to the Body);Buddy Caskey;1;4:17
Thomas Almeida;Vinicius Zani;win;MMASH - MMA Super Heroes 3;Mar / 30 / 2014;TKO (Punches);Elcio Picollo;4;3:52
Thomas Almeida;George Pacurariu;win;LFC 26 - Legacy Fighting Championship 26;Dec / 06 / 2013;TKO (Punches);Kerry Hatley;1;4:31
Thomas Almeida;Cemir Silva;win;SFT - Standout Fighting Tournament 1;Sep / 20 / 2013;TKO (Punches);Marcelo Marco Antonio;2;4:42
Thomas Almeida;Willidy Viana;win;Alfenas Balada Fight 1 - Almeida vs. Viana;Aug / 09 / 2013;TKO (Punches);Roberto Thomaz;1;0:47
Thomas Almeida;Valdines Silva;win;MMASH - MMA Super Heroes 1;Jul / 13 / 2013;KO (Knee and Punches);Roberto Thomaz;1;2:46
Thomas Almeida;Jose Alexandre;win;Bison FC 1 - Almeida vs. Reborn;Jul / 04 / 2013;TKO (Punches);Roberto Thomaz;1;3:18
Thomas Almeida;Gilmar Sales;win;Fair Fight - MMA Edition;Dec / 16 / 2012;TKO (Punches);N/A;1;2:32
Thomas Almeida;Cody Williams;win;LFC 15 - Legacy Fighting Championship 15;Nov / 16 / 2012;KO (Elbow);Jon Schorle;1;2:28
Thomas Almeida;Vander Correa;win;PFC - Predador FC 22;Oct / 20 / 2012;KO (Punch);N/A;1;2:21
Thomas Almeida;Michel Igenho;win;PFC - Predador FC 21;Aug / 11 / 2012;TKO (Punches);N/A;1;3:02
Thomas Almeida;Samuel Lima Brito;win;GFSP - Gladiador Fight 3;May / 19 / 2012;Submission (Guillotine Choke);N/A;1;1:32
Thomas Almeida;Ivonei Pridonik;win;NCF - Nitrix Champion Fight 11;May / 05 / 2012;TKO (Punches);N/A;1;1:21
Thomas Almeida;Edmilson Atanasio;win;UC - Union Combat 1;Apr / 04 / 2012;TKO (Punches);N/A;1;1:57
Thomas Almeida;Jorge Fernando;win;GFS - Gold Fight Selection 2;Feb / 25 / 2012;Submission (Armbar);N/A;1;0:47
Thomas Almeida;Danilo Molina;win;TF - Thai Fight 3;Nov / 29 / 2011;Submission (Armbar);Genival Ivo;1;2:16
Eddie Alvarez;Eduard Folayang;win;One Championship - Dawn of Heroes;Aug / 02 / 2019;Submission (Rear-Naked Choke);Olivier Coste;1;2:16
Eddie Alvarez;Timofey Nastyukhin;loss;One Championship - A New Era;Mar / 31 / 2019;TKO (Punches);Kemp Cheng;1;4:05
Eddie Alvarez;Dustin Poirier;loss;UFC on Fox 30 - Alvarez vs. Poirier 2;Jul / 28 / 2018;TKO (Punches);Marc Goddard;2;4:05
Eddie Alvarez;Justin Gaethje;win;UFC 218 - Holloway vs. Aldo 2;Dec / 02 / 2017;KO (Knee);Herb Dean;3;3:59
Eddie Alvarez;Dustin Poirier;NC;UFC 211 - Miocic vs. Dos Santos 2;May / 13 / 2017;No Contest (Accidental Knee);Herb Dean;2;4:12
Eddie Alvarez;Conor McGregor;loss;UFC 205 - Alvarez vs. McGregor;Nov / 12 / 2016;TKO (Punches);John McCarthy;2;3:04
Eddie Alvarez;Rafael dos Anjos;win;UFC Fight Night 90 - Dos Anjos vs. Alvarez;Jul / 07 / 2016;TKO (Punches);Herb Dean;1;3:49
Eddie Alvarez;Anthony Pettis;win;UFC Fight Night 81 - Dillashaw vs. Cruz;Jan / 17 / 2016;Decision (Split);Kevin MacDonald;3;5:00
Eddie Alvarez;Gilbert Melendez;win;UFC 188 - Velasquez vs. Werdum;Jun / 13 / 2015;Decision (Split);John McCarthy;3;5:00
Eddie Alvarez;Donald Cerrone;loss;UFC 178 - Johnson vs. Cariaso;Sep / 27 / 2014;Decision (Unanimous);John McCarthy;3;5:00
Eddie Alvarez;Michael Chandler;win;Bellator MMA - Bellator 106;Nov / 02 / 2013;Decision (Split);John McCarthy;5;5:00
Eddie Alvarez;Patricky Freire;win;BFC - Bellator Fighting Championships 76;Oct / 12 / 2012;KO (Head Kick and Punches);John McCarthy;1;4:54
Eddie Alvarez;Shinya Aoki;win;BFC - Bellator Fighting Championships 66;Apr / 20 / 2012;TKO (Punches);Jerry Krzys;1;2:14
Eddie Alvarez;Michael Chandler;loss;BFC - Bellator Fighting Championships 58;Nov / 19 / 2011;Submission (Rear-Naked Choke);Troy Waugh;4;3:06
Eddie Alvarez;Pat Curran;win;BFC - Bellator Fighting Championships 39;Apr / 02 / 2011;Decision (Unanimous);Keith Peterson;5;5:00
Eddie Alvarez;Roger Huerta;win;BFC - Bellator Fighting Championships 33;Oct / 21 / 2010;TKO (Doctor Stoppage);Kevin Mulhall;2;5:00
Eddie Alvarez;Josh Neer;win;BFC - Bellator Fighting Championships 17;May / 06 / 2010;Technical Submission (Rear-Naked Choke);Dan Miragliotta;2;2:08
Eddie Alvarez;Katsunori Kikuno;win;Dream 12 - The Cage of the Rising Sun;Oct / 25 / 2009;Submission (Arm-Triangle Choke);Yuji Shimada;2;3:42
Eddie Alvarez;Toby Imada;win;BFC - Bellator Fighting Championships 12;Jun / 19 / 2009;Submission (Rear-Naked Choke);Jason Herzog;2;0:38
Eddie Alvarez;Eric Reynolds;win;BFC - Bellator Fighting Championships 5;May / 01 / 2009;Submission (Rear-Naked Choke);Jerry Poe;3;1:30
Eddie Alvarez;Greg Loughran;win;BFC - Bellator Fighting Championships 1;Apr / 03 / 2009;Submission (Guillotine Choke);Troy Waugh;1;2:44
Eddie Alvarez;Shinya Aoki;loss;K-1 - Dynamite!! Power of Courage 2008;Dec / 31 / 2008;Submission (Heel Hook);Daisuke Noguchi;1;1:32
Eddie Alvarez;Tatsuya Kawajiri;win;Dream 5 - Lightweight Grand Prix 2008 Final;Jul / 21 / 2008;TKO (Punches);N/A;1;7:35
Eddie Alvarez;Joachim Hansen;win;Dream 3 - Lightweight Grand Prix 2008 Quarterfinals;May / 11 / 2008;Decision (Unanimous);N/A;2;5:00
Eddie Alvarez;Andre Amado;win;Dream 1 - Lightweight Grand Prix 2008 Opening Round;Mar / 15 / 2008;TKO (Punches);N/A;1;6:47
Eddie Alvarez;Ross Ebanez;win;ShoXC - Elite Challenger Series;Jan / 25 / 2008;TKO (Punches);N/A;2;2:32
Eddie Alvarez;Matt Lee;win;Bodog Fight - Alvarez vs. Lee;Jul / 14 / 2007;Decision (Unanimous);N/A;3;5:00
Eddie Alvarez;Nick Thompson;loss;Bodog Fight - Clash of the Nations;Apr / 14 / 2007;TKO (Punches);N/A;2;4:32
Eddie Alvarez;Scott Henze;win;Bodog Fight - Costa Rica Combat;Feb / 17 / 2007;TKO (Corner Stoppage);N/A;1;4:13
Eddie Alvarez;Aaron Riley;win;Bodog Fight - USA vs. Russia;Dec / 02 / 2006;KO (Punches);N/A;1;1:05
Eddie Alvarez;Hidenobu Koike;win;MARS 4 - New Deal;Aug / 26 / 2006;TKO (Punches);N/A;1;1:26
Eddie Alvarez;Derrick Noble;win;MFC - USA vs. Russia 3;Jun / 03 / 2006;KO (Punches);N/A;1;1:01
Eddie Alvarez;Daisuke Hanazawa;win;Euphoria - USA vs. Japan;Nov / 05 / 2005;TKO (Punches);N/A;1;4:00
Eddie Alvarez;Danila Veselov;win;Euphoria - USA vs. Russia;May / 14 / 2005;TKO (Punches);N/A;2;2:15
Eddie Alvarez;Seichi Ikemoto;win;Euphoria - USA vs. World;Feb / 26 / 2005;TKO (Punches);N/A;2;1:25
Eddie Alvarez;Chris Schlesinger;win;RF 7 - Reality Fighting 7;Oct / 16 / 2004;Submission (Punches);Dan Miragliotta;1;1:00
Eddie Alvarez;Adam Fearon;win;ROC 6 - Ring of Combat 6;Apr / 24 / 2004;TKO (Submission to Punches);Kevin Mulhall;1;2:06
Eddie Alvarez;Anthony Ladonna;win;ROC 5 - Ring of Combat 5;Dec / 14 / 2003;KO (Punches);N/A;1;3:57
Warlley Alves;Randy Brown;loss;UFC Fight Night 164 - Blachowicz vs. Jacare;Nov / 16 / 2019;Submission (Triangle Choke);Kevin MacDonald;2;1:22
Warlley Alves;Sergio Moraes;win;UFC 237 - Namajunas vs. Andrade;May / 11 / 2019;KO (Punch);Osiris Maia;3;4:13
Warlley Alves;James Krause;loss;UFC Fight Night 135 - Gaethje vs. Vick;Aug / 25 / 2018;TKO (Knee and Punches);Kevin MacDonald;2;2:28
Warlley Alves;Sultan Aliev;win;UFC 224 - Nunes vs. Pennington;May / 12 / 2018;TKO (Corner Stoppage);Osiris Maia;2;5:00
Warlley Alves;Salim Touahri;win;UFC Fight Night 118 - Cerrone vs. Till;Oct / 21 / 2017;Decision (Unanimous);Tomasz Bronder;3;5:00
Warlley Alves;Kamaru Usman;loss;UFC Fight Night 100 - Bader vs. Nogueira 2;Nov / 19 / 2016;Decision (Unanimous);Vitor Ribeiro;3;5:00
Warlley Alves;Bryan Barberena;loss;UFC 198 - Werdum vs. Miocic;May / 14 / 2016;Decision (Unanimous);Leon Roberts;3;5:00
Warlley Alves;Colby Covington;win;UFC 194 - Aldo vs. McGregor;Dec / 12 / 2015;Submission (Guillotine Choke);Mark Smith;1;1:26
Warlley Alves;Nordine Taleb;win;UFC 190 - Rousey vs. Correia;Aug / 01 / 2015;Submission (Guillotine Choke);John McCarthy;2;4:11
Warlley Alves;Alan Jouban;win;UFC Fight Night 56 - Shogun vs. St. Preux;Nov / 08 / 2014;Decision (Unanimous);Keith Peterson;3;5:00
Warlley Alves;Marcio Alexandre Jr.;win;UFC - The Ultimate Fighter Brazil 3 Finale;May / 31 / 2014;Technical Submission (Guillotine Choke);Mario Yamasaki;3;0:25
Warlley Alves;Mike    Jackson;win;JF - Jungle Fight 56;Aug / 24 / 2013;TKO (Punches);Flavio Almendra;1;1:58
Warlley Alves;Ederson Moreira;win;JF - Jungle Fight 53;Jun / 01 / 2013;Submission (Guillotine Choke);N/A;1;0:48
Warlley Alves;Carlos Alberto Bazan Rojas;win;JF - Jungle Fight 46;Dec / 13 / 2012;Submission (Arm-Triangle Choke);Alessandro Souza;2;0:48
Warlley Alves;Adilson Fernandes Ribeiro Jr.;win;JF - Jungle Fight 44;Oct / 27 / 2012;Decision (Unanimous);Alessandro Souza;3;5:00
Warlley Alves;Kelles Albuquerque;win;Gringo Fight - Fight Pavilion Special Edition 2;Jul / 29 / 2012;Decision (Unanimous);Artur Mariano;3;5:00
Warlley Alves;Wallace Oliveira;win;CC - Celeiro Combat 3;Apr / 07 / 2011;Submission (Rear-Naked Choke);N/A;1;0:34
Sam Alvey;Ryan Spann;loss;UFC 249 - Ferguson vs. Gaethje;May / 09 / 2020;Decision (Split);Dan Miragliotta;3;5:00
