Fighter;Opponent;Result;Event;Event_date;Method;Referee;Round;Time
Jessica-Rose Clark;Sarah Kaufman;loss;Battlefield FC 1 - The Great Beginning;Mar / 18 / 2017;Decision (Unanimous);N/A;3;5:00
Jessica-Rose Clark;Pam Sorenson;loss;Invicta FC 20 - Evinger vs. Kunitskaya;Nov / 18 / 2016;Decision (Split);Mike England;3;5:00
Jessica-Rose Clark;Janay Harding;win;EMMA - Eternal MMA 19;Jul / 30 / 2016;Decision (Unanimous);N/A;3;5:00
Jessica-Rose Clark;Emiko Raika;NC;Tribe Tokyo Fight - TTF Challenge 05;Sep / 23 / 2015;No Contest (Clark Missed Weight);N/A;3;N/A
Jessica-Rose Clark;Pannie Kianzad;loss;Invicta FC 13 - Cyborg vs. Van Duin;Jul / 09 / 2015;Decision (Unanimous);Steve Mazzagatti;3;5:00
Jessica-Rose Clark;Rhiannon Thompson;win;Roshambo MMA 3 - In the Cage;Jul / 26 / 2014;Decision (Unanimous);N/A;5;5:00
Jessica-Rose Clark;Kate Da Silva;win;XFC 21 - Xtreme Fighting Championship 21;Jun / 14 / 2014;TKO (Punches);Cade Brown;2;4:07
Jessica-Rose Clark;Zoie Shreiweis;win;UCU 2 - Unarmed Combat Unleashed 2;Feb / 08 / 2014;Submission (Rear-Naked Choke);Peter Hickmott;1;3:33
Jessica-Rose Clark;Kyra Purcell;loss;FWC 16 - FightWorld Cup 16;Nov / 16 / 2013;Decision (Unanimous);Peter Hickmott;3;5:00
Jessica-Rose Clark;Arlene Blencowe;win;Nitro MMA - Nitro 9;Jul / 13 / 2013;Submission (Rear-Naked Choke);N/A;2;3:38
Jessica-Rose Clark;Mae-Lin Leow;win;BFW 18 - Canberra;Dec / 21 / 2012;TKO (Punches);N/A;3;2:17
Ashlee Evans-Smith;Andrea Lee;loss;UFC on ESPN 1 - Ngannou vs. Velasquez;Feb / 17 / 2019;Decision (Unanimous);Al Guinee;3;5:00
Ashlee Evans-Smith;Bec Rawlings;win;UFC 223 - Khabib vs. Iaquinta;Apr / 07 / 2018;Decision (Unanimous);Rob Hinds;3;5:00
Ashlee Evans-Smith;Sarah Moras;loss;UFC 215 - Nunes vs. Shevchenko 2;Sep / 09 / 2017;Submission (Armbar);Yves Lavigne;1;2:51
Ashlee Evans-Smith;Ketlen Vieira;loss;UFC on Fox 24 - Johnson vs. Reis;Apr / 15 / 2017;Decision (Unanimous);Keith Peterson;3;5:00
Ashlee Evans-Smith;Veronica Macedo;win;UFC Fight Night 93 - Arlovski vs. Barnett;Sep / 03 / 2016;TKO (Elbows);Neil Hall;3;2:46
Ashlee Evans-Smith;Marion Reneau;win;UFC Fight Night 83 - Cerrone vs. Oliveira;Feb / 21 / 2016;Decision (Split);James Chappell;3;5:00
Ashlee Evans-Smith;Raquel Pennington;loss;UFC 181 - Hendricks vs. Lawler 2;Dec / 06 / 2014;Technical Submission (Bulldog Choke);Mark Smith;1;4:59
Ashlee Evans-Smith;Marciea Allen;win;WSOF 10 - Branch vs. Taylor;Jun / 21 / 2014;TKO (Elbows);Mark Smith;3;3:01
Ashlee Evans-Smith;Fallon Fox;win;CFA 12 - Sampo vs. Thao;Oct / 12 / 2013;TKO (Punches);James Warring;3;3:15
Ashlee Evans-Smith;Tori Adams;win;CFA 10 - McSweeney vs. Staring;Mar / 02 / 2013;Decision (Unanimous);Jorge Alonso;3;5:00
Jessica Eye;Viviane Araujo;win;UFC 245 - Usman vs. Covington;Dec / 14 / 2019;Decision (Unanimous);Marc Goddard;3;5:00
Jessica Eye;Valentina Shevchenko;loss;UFC 238 - Cejudo vs. Moraes;Jun / 08 / 2019;KO (Head Kick);Rob Madrigal;2;0:26
Jessica Eye;Katlyn Chookagian;win;UFC 231 - Holloway vs. Ortega;Dec / 08 / 2018;Decision (Split);Todd Anderson;3;5:00
Jessica Eye;Jessica-Rose Clark;win;UFC Fight Night 132 - Cerrone vs. Edwards;Jun / 23 / 2018;Decision (Unanimous);Steve Perceval;3;5:00
Jessica Eye;Kalindra Faria;win;UFC Fight Night 124 - Stephens vs. Choi;Jan / 14 / 2018;Decision (Split);Dan Miragliotta;3;5:00
Jessica Eye;Bethe Correia;loss;UFC 203 - Miocic vs. Overeem;Sep / 10 / 2016;Decision (Split);Marc Goddard;3;5:00
Jessica Eye;Sara McMann;loss;UFC Fight Night 88 - Almeida vs. Garbrandt;May / 29 / 2016;Decision (Unanimous);John McCarthy;3;5:00
Jessica Eye;Julianna Pena;loss;UFC 192 - Cormier vs. Gustafsson;Oct / 03 / 2015;Decision (Unanimous);Frank Collazo;3;5:00
Jessica Eye;Miesha Tate;loss;UFC on Fox 16 - Dillashaw vs. Barao 2;Jul / 25 / 2015;Decision (Unanimous);Yves Lavigne;3;5:00
Jessica Eye;Leslie Smith;win;UFC 180 - Werdum vs. Hunt;Nov / 15 / 2014;TKO (Doctor Stoppage);Herb Dean;2;1:30
Jessica Eye;Alexis Davis;loss;UFC 170 - Rousey vs. McMann;Feb / 22 / 2014;Decision (Split);Yves Lavigne;3;5:00
Jessica Eye;Sarah Kaufman;NC;UFC 166 - Velasquez vs. Dos Santos 3;Oct / 19 / 2013;No Contest (Overturned by TDLR);Jacob Montalvo;3;5:00
Jessica Eye;Carina Damm;win;NAAFS - Fight Night in the Flats 9;Jun / 01 / 2013;Decision (Unanimous);Jerry Poe;3;5:00
Jessica Eye;Zoila Frausto;win;BFC - Bellator Fighting Championships 83;Dec / 07 / 2012;Technical Submission (Arm-Triangle Choke);Bill Bookwalter;1;0:58
Jessica Eye;Angela Magana;win;NAAFS - Rock N Rumble 6;Aug / 17 / 2012;Decision (Unanimous);Jerry Krzys;3;5:00
Jessica Eye;Anita Rodriguez;win;BFC - Bellator Fighting Championships 66;Apr / 20 / 2012;Decision (Unanimous);Jerry Poe;3;5:00
Jessica Eye;Kelly Warren;win;NAAFS - Caged Vengeance 10;Feb / 18 / 2012;Decision (Unanimous);Chad Trukovich;3;5:00
Jessica Eye;Jennifer Scott;win;NAAFS - Night of Champions 2011;Nov / 23 / 2011;Decision (Unanimous);N/A;3;5:00
Jessica Eye;Casey Noland;win;BFC - Bellator Fighting Championships 51;Sep / 24 / 2011;Decision (Split);Jerry Krzys;3;5:00
Jessica Eye;Aisling Daly;loss;NAAFS - Fight Night in the Flats 7;Jun / 04 / 2011;Submission (Rear-Naked Choke);Mark Matheny;2;4:00
Jessica Eye;Ashley Nee;win;ROC 34 - Ring of Combat 34;Feb / 04 / 2011;TKO (Punches);Keith Peterson;1;4:34
Jessica Eye;Marissa Caldwell;win;NAAFS - Eve of Destruction 1;Sep / 18 / 2010;Decision (Unanimous);Jerry Krzys;3;5:00
Jessica Eye;Amanda LaVoy;win;NAAFS - Fight Night in the Flats 6;Jun / 05 / 2010;TKO (Elbows);N/A;2;3:18
Zarah Fairn dos Santos;Felicia Spencer;loss;UFC Fight Night 169 - Benavidez vs. Figueiredo;Feb / 29 / 2020;TKO (Elbows and Punches);Dan Miragliotta;1;3:37
Zarah Fairn dos Santos;Megan Anderson;loss;UFC 243 - Whittaker vs. Adesanya;Oct / 05 / 2019;Submission (Triangle Choke);John Sharp;1;3:57
Zarah Fairn dos Santos;Izabela Badurek;win;LFN 7 - Double Trouble 1;Dec / 15 / 2017;TKO (Punches);Piotr Michalak;1;1:55
Zarah Fairn dos Santos;Suvi Salmimies;win;Cage - Cage 40;Sep / 09 / 2017;Decision (Unanimous);Mikko Aaltonen;3;5:00
Zarah Fairn dos Santos;Kerry Hughes;win;BCMMA - British Challenge MMA 18;Feb / 18 / 2017;TKO (Punches);N/A;1;2:53
Zarah Fairn dos Santos;Sinead Kavanagh;loss;BAMMA 24 - Kone vs. Phillips;Feb / 27 / 2016;Decision (Split);N/A;3;5:00
Zarah Fairn dos Santos;Liubov Belyakova;win;W.I.N. FC - W.I.N. Fighting Championship;Jul / 18 / 2015;TKO (Punches);Peter Zhao;1;N/A
Zarah Fairn dos Santos;Marion Nicolai;win;GFA - Gladiator Fighting Arena 2;Mar / 07 / 2015;Decision (Unanimous);Emilian Hagiu;2;5:00
Zarah Fairn dos Santos;Elina Nilsson;loss;The Zone FC 12 - Kamikaze;Oct / 12 / 2013;Decision (Unanimous);Kristian Hacklou;3;5:00
Zarah Fairn dos Santos;Helin Paara;win;MMA Raju - MMA Raju 11;Apr / 20 / 2013;TKO (Corner Stoppage);Risto Merisalu;1;4:00
Claudia Gadelha;Angela Hill;win;UFC on ESPN 8 - Overeem vs. Harris;May / 16 / 2020;Decision (Split);Keith Peterson;3;5:00
Claudia Gadelha;Randa Markos;win;UFC 239 - Jones vs. Santos;Jul / 06 / 2019;Decision (Unanimous);Jason Herzog;3;5:00
Claudia Gadelha;Nina Ansaroff;loss;UFC 231 - Holloway vs. Ortega;Dec / 08 / 2018;Decision (Unanimous);Jerin Valel;3;5:00
Claudia Gadelha;Carla Esparza;win;UFC 225 - Whittaker vs. Romero 2;Jun / 09 / 2018;Decision (Split);Rob Madrigal;3;5:00
Claudia Gadelha;Jessica Andrade;loss;UFC Fight Night 117 - St. Preux vs. Okami;Sep / 22 / 2017;Decision (Unanimous);John Sharp;3;5:00
Claudia Gadelha;Karolina Kowalkiewicz;win;UFC 212 - Aldo vs. Holloway;Jun / 03 / 2017;Submission (Rear-Naked Choke);Mario Yamasaki;1;3:03
Claudia Gadelha;Cortney Casey;win;UFC Fight Night 100 - Bader vs. Nogueira 2;Nov / 19 / 2016;Decision (Unanimous);Fernando Portella;3;5:00
Claudia Gadelha;Joanna Jedrzejczyk;loss;UFC  - The Ultimate Fighter 23 Finale;Jul / 08 / 2016;Decision (Unanimous);John McCarthy;5;5:00
Claudia Gadelha;Jessica Aguilar;win;UFC 190 - Rousey vs. Correia;Aug / 01 / 2015;Decision (Unanimous);Mario Yamasaki;3;5:00
Claudia Gadelha;Joanna Jedrzejczyk;loss;UFC on Fox 13 - Dos Santos vs. Miocic;Dec / 13 / 2014;Decision (Split);Al Guinee;3;5:00
Claudia Gadelha;Tina Lahdemaki;win;UFC Fight Night 45 - Cerrone vs. Miller;Jul / 16 / 2014;Decision (Unanimous);Liam Kerrigan;3;5:00
Claudia Gadelha;Ayaka Hamasaki;win;Invicta FC 6 - Cyborg vs. Coenen 2;Jul / 13 / 2013;TKO (Punches);Greg Franklin;3;3:58
Claudia Gadelha;Herica Tiburcio;win;Max Sport - 13.2;May / 11 / 2013;Decision (Unanimous);Marcelo Marco Antonio;3;5:00
Claudia Gadelha;Adriana Vieira;win;Shooto Brazil - Shooto Brazil 34;Sep / 21 / 2012;TKO (Punches);N/A;1;1:35
Claudia Gadelha;Valerie Letourneau;win;Wreck MMA - Road to Glory;Apr / 20 / 2012;Decision (Split);Phillippe Chartier;3;5:00
Claudia Gadelha;Kalindra Faria;win;HFC - Hard Fight Championship;Sep / 25 / 2010;Submission (Armbar);N/A;1;1:10
Claudia Gadelha;Alessandra Silva;win;EFC - Expo Fighting Championship: Day Two;Aug / 22 / 2010;Submission (Armbar);N/A;1;N/A
Claudia Gadelha;Areane Monteiro;win;IFC - Itu Fight Championship;Jun / 04 / 2010;Submission (Rear-Naked Choke);Miguel Repanas;1;2:08
Claudia Gadelha;Davina Maciel;win;VF 1 - Vision Fight;Dec / 20 / 2009;Submission (Armbar);N/A;1;1:26
Claudia Gadelha;Aline Nery;win;Shooto Brazil - Shooto Brazil 14;Nov / 28 / 2009;Decision (Unanimous);N/A;3;5:00
Claudia Gadelha;Juliana de Sousa;win;WOCS - Watch Out Combat Show 4;Jun / 25 / 2009;Submission (Armbar);Luis K. Belinho;1;1:29
Claudia Gadelha;Elaine Leite;win;Force FC - Force Fighting Championship 1;Jul / 05 / 2008;Submission (Armbar);N/A;1;0:17
Melissa Gatto;Karol Rosa;win;NC - Nacao Cyborg 3;Sep / 29 / 2018;Submission (Kimura);Roberto Piccinini;1;4:19
Melissa Gatto;Sidy Rocha;draw;PFC 2 - Pantanal Fight Champions 2;Jul / 07 / 2018;Draw (Split);Paulo Ubiratan Brito;3;5:00
Melissa Gatto;Joice de Andrade;win;CF - Clev Fight 1;May / 05 / 2018;Submission (Armbar);N/A;1;2:34
Melissa Gatto;Kethylen Rothenburg;win;NC - Nacao Cyborg 1;Apr / 07 / 2018;Submission (Armbar);N/A;1;1:36
Melissa Gatto;Edna Oliveira Ajala;draw;Bonito Eco Fight Combat 2 - Negao vs. Slim;Sep / 23 / 2017;Draw (Majority);Agnaldo Pereira dos Santos;3;5:00
Melissa Gatto;Rafaela Thomazini;win;Spartacus Academy - Spartacus Circuit 9;Sep / 09 / 2017;Submission (Rear-Naked Choke);Alessandro Ramos Yoneda;1;1:09
Melissa Gatto;Taynara Silva;win;PFC - Pantanal Fight Champions;Aug / 12 / 2017;Decision (Unanimous);Luis Frederico Pinto;3;5:00
Melissa Gatto;Alexandra Alves;win;Spartacus Academy - Spartacus Circuit 8;Dec / 10 / 2016;Decision (Unanimous);Alessandro Yoneda;3;5:00
Hannah Goldy;Miranda Granger;loss;UFC on ESPN 5 - Covington vs. Lawler;Aug / 03 / 2019;Decision (Unanimous);Herb Dean;3;5:00
Hannah Goldy;Kali Robbins;win;Dana White's Contender Series - Season 3, Episode 1;Jun / 18 / 2019;Decision (Unanimous);Mark Smith;3;5:00
Hannah Goldy;Shannon Goughary;win;Square Ring Promotions - Island Fights 50;Sep / 29 / 2018;Decision (Unanimous);Larry Downs;3;5:00
Hannah Goldy;Lisa Blaine;win;PFC - Premier FC 26;Jun / 16 / 2018;Decision (Unanimous);N/A;3;5:00
Hannah Goldy;Vanessa Grimes;win;Square Ring Promotions - Island Fights 46: The Return of Roy Jones Jr.;Feb / 08 / 2018;TKO (Punches);Larry Downs Jr.;2;2:39
Hannah Goldy;Gillian Robertson;win;Square Ring Promotions - Island Fights 37;Mar / 11 / 2016;Decision (Unanimous);Larry Folson;3;5:00
Miranda Granger;Amanda Lemos;loss;UFC Fight Night 165 - Edgar vs. Korean Zombie;Dec / 21 / 2019;Technical Submission (Rear-Naked Choke);Greg Kleynjans;1;3:43
Miranda Granger;Hannah Goldy;win;UFC on ESPN 5 - Covington vs. Lawler;Aug / 03 / 2019;Decision (Unanimous);Herb Dean;3;5:00
Miranda Granger;Heloisa Azevedo;win;CFFC 75 - Cage Fury Fighting Championships 75;May / 25 / 2019;Submission (Guillotine Choke);N/A;1;0:41
Miranda Granger;Jamie Colleen;win;CFFC 71 - Cage Fury Fighting Championships 71;Dec / 14 / 2018;Submission (Armbar);Gasper Oliver;1;2:11
Miranda Granger;Amy Montenegro;win;Dominate FC 2 - Dominate Fighting Championship 2;Sep / 15 / 2018;Submission (Guillotine);N/A;1;2:45
Miranda Granger;Jamie Thorton;win;COGA 61 - Rumble on the Ridge 41;Apr / 21 / 2018;TKO;John Stanton;2;2:51
Miranda Granger;Ivana Coleman;win;COGA 60 - Supreme Showdown 3;Feb / 17 / 2018;Submission (Rear-Naked Choke);John Stanton;1;4:29
Miranda Granger;Nikki Lowe;win;COGA 58 - Summer Showdown 4;Aug / 25 / 2017;Submission (Armbar);Jeremy Saunders;1;2:30
Alexa Grasso;Carla Esparza;loss;UFC Fight Night 159 - Rodriguez vs. Stephens;Sep / 21 / 2019;Decision (Majority);Jason Herzog;3;5:00
Alexa Grasso;Karolina Kowalkiewicz;win;UFC 238 - Cejudo vs. Moraes;Jun / 08 / 2019;Decision (Unanimous);Kevin MacDonald;3;5:00
Alexa Grasso;Tatiana Suarez;loss;UFC Fight Night 129 - Maia vs. Usman;May / 19 / 2018;Submission (Rear-Naked Choke);Camila Albuquerque;1;2:44
Alexa Grasso;Randa Markos;win;UFC Fight Night 114 - Pettis vs. Moreno;Aug / 05 / 2017;Decision (Split);Jerin Valel;3;5:00
Alexa Grasso;Felice Herrig;loss;UFC Fight Night 104 - Bermudez vs. Korean Zombie;Feb / 04 / 2017;Decision (Unanimous);Jacob Montalvo;3;5:00
Alexa Grasso;Heather Clark;win;UFC Fight Night 98 - Dos Anjos vs. Ferguson;Nov / 05 / 2016;Decision (Unanimous);Keith Peterson;3;5:00
Alexa Grasso;Jodie Esquibel;win;Invicta FC 18 - Grasso vs. Esquibel;Jul / 29 / 2016;Decision (Unanimous);Mike England;3;5:00
Alexa Grasso;Mizuki Inoue;win;Invicta FC 11 - Cyborg vs. Tweet;Feb / 27 / 2015;Decision (Unanimous);Mike Beltran;3;5:00
Alexa Grasso;Alida Gray;win;Invicta FC 10 - Waterson vs. Tiburcio;Dec / 05 / 2014;TKO (Punches);Joe Soliz;1;1:47
Alexa Grasso;Ashley Cummins;win;Invicta FC 8 - Waterson vs. Tamada;Sep / 06 / 2014;Decision (Unanimous);Mike England;3;5:00
Alexa Grasso;Karina Rodriguez;win;XK 20 - Xtreme Kombat 20;Aug / 31 / 2013;Decision (Unanimous);N/A;3;3:00
Alexa Grasso;Alejandra Alvarez;win;XK 20 - Xtreme Kombat 20;Aug / 31 / 2013;TKO (Punches and Knees);N/A;1;0:36
Alexa Grasso;Lupita Hernandez;win;FHC - Fight Hard Championship 3;May / 11 / 2013;KO (Punches);N/A;1;0:12
Alexa Grasso;Sandra del Rincon;win;GEX - Old Jack's Fight Night;Dec / 19 / 2012;KO (Punch);N/A;1;0:15
Felice Herrig;Michelle Waterson;loss;UFC 229 - Nurmagomedov vs. McGregor;Oct / 06 / 2018;Decision (Unanimous);Jason Herzog;3;5:00
Felice Herrig;Karolina Kowalkiewicz;loss;UFC 223 - Khabib vs. Iaquinta;Apr / 07 / 2018;Decision (Split);Keith Peterson;3;5:00
Felice Herrig;Cortney Casey;win;UFC 218 - Holloway vs. Aldo 2;Dec / 02 / 2017;Decision (Split);Bobby Wombacher;3;5:00
Felice Herrig;Justine Kish;win;UFC Fight Night 112 - Chiesa vs. Lee;Jun / 25 / 2017;Decision (Unanimous);Keith Peterson;3;5:00
Felice Herrig;Alexa Grasso;win;UFC Fight Night 104 - Bermudez vs. Korean Zombie;Feb / 04 / 2017;Decision (Unanimous);Jacob Montalvo;3;5:00
Felice Herrig;Kailin Curran;win;UFC on Fox 20 - Holm vs. Shevchenko;Jul / 23 / 2016;Submission (Rear-Naked Choke);John McCarthy;1;1:59
Felice Herrig;Paige VanZant;loss;UFC on Fox 15 - Machida vs. Rockhold;Apr / 18 / 2015;Decision (Unanimous);Vitor Ribeiro;3;5:00
Felice Herrig;Lisa Ellis;win;UFC - The Ultimate Fighter 20 Finale;Dec / 12 / 2014;Submission (Armbar);John McCarthy;2;3:05
Felice Herrig;Tecia Torres;loss;Invicta FC 7 - Honchak vs. Smith;Dec / 07 / 2013;Decision (Unanimous);Mike England;3;5:00
Felice Herrig;Heather Clark;win;Bellator MMA - Bellator 94;Mar / 28 / 2013;Decision (Split);Jorge Ortiz;3;5:00
Felice Herrig;Patricia Vidonic;win;BFC - Bellator Fighting Championships 84;Dec / 14 / 2012;Decision (Unanimous);Gary Copeland;3;5:00
Felice Herrig;Simona Soukupova;win;XFC 19 - Charlotte Showdown;Aug / 03 / 2012;Decision (Unanimous);Joseph Hawes;3;5:00
Felice Herrig;Patricia Vidonic;win;XFC 17 - Apocalypse;Apr / 13 / 2012;Decision (Unanimous);Gary Copeland;3;5:00
Felice Herrig;Carla Esparza;loss;XFC 15 - Tribute;Dec / 02 / 2011;Decision (Unanimous);Chris Adams;3;5:00
Felice Herrig;Nicdali Rivera-Calanoc;win;XFO - Xtreme Fighting Organization 39;May / 13 / 2011;Decision (Unanimous);Otto Torriero;3;5:00
Felice Herrig;Andrea Miller;win;CCC - Chicago Cagefighting Championship;Mar / 05 / 2011;TKO (Punches);Andrew Krzeptowski;1;3:30
Felice Herrig;Barb Honchak;loss;Hoosier FC 6 - New Years Nemesis;Jan / 14 / 2011;Decision (Unanimous);Jeff Malott;3;5:00
Felice Herrig;Amanda LaVoy;win;XFO - Xtreme Fighting Organization 37;Dec / 04 / 2010;Submission (Armbar);Otto Torriero;1;3:35
Felice Herrig;Jessica Rakoczy;win;BFC - Bellator Fighting Championships 14;Apr / 15 / 2010;Decision (Split);David Smith;3;5:00
Felice Herrig;Michele Gutierrez;win;Unconquered 1 - November Reign;Nov / 20 / 2009;Submission (Armbar);Jorge Alonso;2;2:03
Felice Herrig;Valerie Coolbaugh;loss;XFO - Xtreme Fighting Organization 29;Apr / 17 / 2009;Decision (Split);Andrew Krzeptowski;3;5:00
Felice Herrig;Iman Achhal;loss;UWC 5 - Man O' War;Feb / 21 / 2009;Decision (Split);Mike King;3;5:00
Angela Hill;Claudia Gadelha;loss;UFC on ESPN 8 - Overeem vs. Harris;May / 16 / 2020;Decision (Split);Keith Peterson;3;5:00
Angela Hill;Konklak Suphisara;win;UFC Fight Night 168 - Felder vs. Hooker;Feb / 23 / 2020;Decision (Unanimous);John Sharp;3;5:00
Angela Hill;Hannah Cifers;win;UFC Fight Night 166 - Blaydes vs. dos Santos;Jan / 25 / 2020;TKO (Elbows and Punches);Kevin MacDonald;2;4:26
Angela Hill;Ariane Carnelossi;win;UFC Fight Night 159 - Rodriguez vs. Stephens;Sep / 21 / 2019;TKO (Doctor Stoppage);Fernando Salas Navarro;3;1:56
Angela Hill;Xiaonan Yan;loss;UFC 238 - Cejudo vs. Moraes;Jun / 08 / 2019;Decision (Unanimous);Rob Madrigal;3;5:00
Angela Hill;Jodie Esquibel;win;UFC Fight Night 150 - Jacare vs. Hermansson;Apr / 27 / 2019;Decision (Unanimous);Alan Abeles;3;5:00
Angela Hill;Randa Markos;loss;UFC Fight Night 148 - Thompson vs. Pettis;Mar / 23 / 2019;Submission (Armbar);Keith Peterson;1;4:24
Angela Hill;Cortney Casey;loss;UFC Fight Night 135 - Gaethje vs. Vick;Aug / 25 / 2018;Decision (Split);Bryan Miner;3;5:00
Angela Hill;Maryna Moroz;win;UFC on Fox 28 - Emmett vs. Stephens;Feb / 24 / 2018;Decision (Unanimous);Jorge Alonso;3;5:00
Angela Hill;Nina Ansaroff;loss;UFC Fight Night 120 - Poirier vs. Pettis;Nov / 11 / 2017;Decision (Unanimous);Keith Peterson;3;5:00
Angela Hill;Ashley Yoder;win;UFC - The Ultimate Fighter 25 Finale;Jul / 07 / 2017;Decision (Unanimous);Jason Herzog;3;5:00
Angela Hill;Jessica Andrade;loss;UFC Fight Night 104 - Bermudez vs. Korean Zombie;Feb / 04 / 2017;Decision (Unanimous);Jacob Montalvo;3;5:00
Angela Hill;Kaline Medeiros;win;Invicta FC 20 - Evinger vs. Kunitskaya;Nov / 18 / 2016;Decision (Unanimous);Greg Franklin;5;5:00
Angela Hill;Livinha Souza;win;Invicta FC 17 - Evinger vs. Schneider;May / 07 / 2016;Decision (Split);Mike Beltran;5;5:00
Angela Hill;Stephanie Eggink;win;Invicta FC 16 - Hamasaki vs. Brown;Mar / 11 / 2016;KO (Punch);Kim Winslow;2;2:36
Angela Hill;Alida Gray;win;Invicta FC 15 - Cyborg vs. Ibragimova;Jan / 16 / 2016;KO (Knee to the Body);John McCarthy;1;1:39
Angela Hill;Rose Namajunas;loss;UFC 192 - Cormier vs. Gustafsson;Oct / 03 / 2015;Submission (Rear-Naked Choke);Joe Solis;1;2:47
Angela Hill;Tecia Torres;loss;UFC 188 - Velasquez vs. Werdum;Jun / 13 / 2015;Decision (Unanimous);John McCarthy;3;5:00
Angela Hill;Emily Kagan;win;UFC - The Ultimate Fighter 20 Finale;Dec / 12 / 2014;Decision (Unanimous);Kim Winslow;3;5:00
Angela Hill;Stephanie Skinner;win;USFFC 18 - Metal and Mayhem;Apr / 26 / 2014;TKO (Knees);Donnie Jessup;2;1:35
Holly Holm;Raquel Pennington;win;UFC 246 - McGregor vs. Cerrone;Jan / 18 / 2020;Decision (Unanimous);Jason Herzog;3;5:00
Holly Holm;Amanda Nunes;loss;UFC 239 - Jones vs. Santos;Jul / 06 / 2019;TKO (Head Kick and Punches);Marc Goddard;1;4:10
Holly Holm;Megan Anderson;win;UFC 225 - Whittaker vs. Romero 2;Jun / 09 / 2018;Decision (Unanimous);Kevin MacDonald;3;5:00
Holly Holm;Cristiane Justino;loss;UFC 219 - Cyborg vs. Holm;Dec / 30 / 2017;Decision (Unanimous);Herb Dean;5;5:00
Holly Holm;Bethe Correia;win;UFC Fight Night 111 - Holm vs. Correia;Jun / 17 / 2017;KO (Head Kick and Punch);Marc Goddard;3;1:09
Holly Holm;Germaine de Randamie;loss;UFC 208 - Holm vs. De Randamie;Feb / 11 / 2017;Decision (Unanimous);Todd Anderson;5;5:00
Holly Holm;Valentina Shevchenko;loss;UFC on Fox 20 - Holm vs. Shevchenko;Jul / 23 / 2016;Decision (Unanimous);Rob Madrigal;5;5:00
Holly Holm;Miesha Tate;loss;UFC 196 - McGregor vs. Diaz;Mar / 05 / 2016;Technical Submission (Rear-Naked Choke);John McCarthy;5;3:30
Holly Holm;Ronda Rousey;win;UFC 193 - Rousey vs. Holm;Nov / 14 / 2015;KO (Head Kick and Punches);Herb Dean;2;0:59
Holly Holm;Marion Reneau;win;UFC Fight Night 71 - Mir vs. Duffee;Jul / 15 / 2015;Decision (Unanimous);Jason Herzog;3;5:00
Holly Holm;Raquel Pennington;win;UFC 184 - Rousey vs. Zingano;Feb / 28 / 2015;Decision (Split);Herb Dean;3;5:00
Holly Holm;Juliana Werner;win;LFC 30 - Legacy Fighting Championship 30;Apr / 04 / 2014;TKO (Head Kick and Punches);Raul Porrata;5;1:50
Holly Holm;Angela Hayes;win;Fresquez Productions - Havoc;Dec / 06 / 2013;Decision (Unanimous);Joe Coca;3;5:00
Holly Holm;Nikki Knudsen;win;LFC 24 - Legacy Fighting Championship 24;Oct / 11 / 2013;TKO (Kick to the Body and Knees);Aladin Martinez;2;1:18
Holly Holm;Allanna Jones;win;LFC 21 - Legacy Fighting Championship 21;Jul / 19 / 2013;KO (Head Kick);Joshua Ferrero;2;2:22
Holly Holm;Katie Merrill;win;Bellator MMA - Bellator 91;Feb / 28 / 2013;TKO (Punches);Raul Porrata;2;3:02
Holly Holm;Jan Finney;win;Fresquez Productions - Clash in the Cage;Sep / 09 / 2011;KO (Kick to the Body);N/A;3;2:49
Holly Holm;Christina Domke;win;Fresquez Productions - Double Threat;Mar / 04 / 2011;TKO (Leg Kicks);N/A;2;3:58
Mizuki Inoue;Yanan Wu;win;UFC Fight Night 157 - Andrade vs. Zhang;Aug / 31 / 2019;Decision (Split);Thomas Fann;3;5:00
Mizuki Inoue;Viviane Pereira;win;Invicta FC 32 - Spencer vs. Sorenson;Nov / 16 / 2018;Decision (Unanimous);Liz Carreiro;3;5:00
Mizuki Inoue;Virna Jandiroba;loss;Invicta FC 28 - Mizuki vs. Jandiroba;Mar / 24 / 2018;Decision (Split);Dave Seljestad;5;5:00
Mizuki Inoue;Lynn Alvarez;win;Invicta FC 18 - Grasso vs. Esquibel;Jul / 29 / 2016;Submission (Armbar);Mike England;2;3:00
Mizuki Inoue;Nori Date;win;Deep - Jewels 11;Mar / 06 / 2016;Technical Submission (Armbar);Masato Fukuda;1;3:12
Mizuki Inoue;Lacey Sears;win;Invicta FC 15 - Cyborg vs. Ibragimova;Jan / 16 / 2016;Submission (Armbar);Jason Herzog;3;3:41
Mizuki Inoue;Emi Fujino;win;Deep - Jewels 9;Aug / 29 / 2015;Decision (Unanimous);Kenichi Serizawa;3;5:00
Mizuki Inoue;Alexa Grasso;loss;Invicta FC 11 - Cyborg vs. Tweet;Feb / 27 / 2015;Decision (Unanimous);Mike Beltran;3;5:00
Mizuki Inoue;Karolina Kowalkiewicz;loss;Invicta FC 9 - Honchak vs. Hashi;Nov / 01 / 2014;Decision (Split);Rob Hinds;3;5:00
Mizuki Inoue;Emi Tomimatsu;win;Deep - Jewels 5;Aug / 09 / 2014;Submission (Armbar);Yoshinori Umeki;3;1:33
